"title","provider_value","actually_discount","link","rate_value","image_one","description","data_professional_advice","coupon_info","volume","tags","content_description","content_instructions","content_composition","provider"
"Protector fotográfico Spf30 para piel húmeda","24,00 €","without discount","https://www.promofarma.com/es/protector-fotografico-spf30-para-piel-humeda/p-168903","","https://www-assets.promofarma.com/dist/images/not-found.png","","Consejo Farmacéutico","
","","
#isdin
","","","","promofarma"
"Dermaclarex Protector Spf50 50ml","39,89 €","-22%","https://www.promofarma.com/es/dermaclarex-protector-spf50-50ml/p-93065","","https://image.promofarma.com/c/2510769/p/93065_1-m/dermaclarex-protector-spf50-50ml.jpg","","Consejo Farmacéutico","
                            Dermaclarex Protector Spf50 50ml
                        ","","
#dermaclarex
","","","","promofarma"
"Sebamed Baby Solar spray SPF50+ 200ml + OBSEQUIO regadera de playa","15,90 €","without discount","https://www.promofarma.com/fotoproteccion-elevada-para-los-mas-peques-de-la-familia","","https://image.promofarma.com/product/47513/sd/2510769/large/coupon_image_1.jpg","Permitir que nuestros hijos jueguen y se diviertan tanto como quieran en el agua es casi inevitable. Por este motivo, es esencial que acompañemos sus días de playa y piscina con la aplicación de un buen protector solar, que garantice al instante la prevención de quemaduras, rojeces e irritaciones.
Sebamed Baby Solar es un spray fotoprotector que contiene un filtro combinado con micropigmentos para protegerla piel del bebé contra los rayos UVA y UVB. Gracias a su fórmula, Sebamed Baby Solar evita quemaduras e irritaciones.

Vitamina E, protege las células de la piel ya que es la vitamina antioxidante por excelencia.
Provitamina B5, ayuda con la regeneración celular .

Sebamed Baby Solar es de fácil y cómoda aplicación gracias a su presentación en spray y a su textura no grasa. Resistente al agua y no deja residuos blancos.
Y de obsequio, una regadera de playa.
¡Protege a tu hijo del sol!","Consejo Farmacéutico","
                            Fotoprotección elevada para los más peques de la familia
                        ","","
#sebamed
","","","","promofarma"
"Apivita Acondicionador Protector Color Sin Aclarado Girasol-miel","10,25 €","-19%","https://www.promofarma.com/es/apivita-acondicionador-protector-color-sin-aclarado-girasol-miel/p-72745","","https://image.promofarma.com/product/72745/sd/2510769/large/coupon_image_1.jpg","Apivita Acondicionador Protector Color Sin Aclarado Girasol-miel es un acondicionador formulado a base de componentes naturales como extractos de girasol y miel que ayudan a proteger el color del cabello además de limpiarlo, hidratarlo y nutrirlo. 
También, con Apivita Acondicionador Protector Color Sin Aclarado Girasol-miel se ayuda a proteger y fortalecer el cabello frente a los distintos daños causados por agentes externos como la contaminación, la exposición solar, los aparatos térmicos, etc.

Además:
Se ayuda a combatir el evejecimiento prematuro del cuero cabelludo.
Restaura los niveles adecuados de hidratación gracias a los extractos de miel.
Equilibra el cuero cabelludo y lo protege de irritaciones gracias a su fórmula equilibrada.

Este acondicionador no contiene parabenos, siliconas ni aceites minerales.","Consejo Farmacéutico","
                            Acondicionador con olor a naranja y miel para proteger el color del cabello
                        ","","
#apivita
","","","","promofarma"
"Th Pharma Sun Atopic Pediátrico Spray Solar Corporal Spf50 200m","15,00 €","without discount","https://www.promofarma.com/es/th-pharma-sun-atopic-pediatrico-spray-solar-corporal-spf50-200m/p-71898","","https://image.promofarma.com/product/71898/sd/2510769/large/coupon_image_1.jpg","","Consejo Farmacéutico","
                            Th Pharma Sun Atopic Pediátrico Spray Solar Corporal Spf50 200m
                        ","","
#th pharma
","","","","promofarma"
"Klorane Aceite Protector a La Cera de Ylang Ylang 100ml","10,57 €","-15%","https://www.promofarma.com/es/klorane-aceite-protector-a-la-cera-de-ylang-ylang-100ml/p-92778","8","https://image.promofarma.com/product/92778/sd/2510769/large/coupon_image_1.jpg","Klorane Aceite Protector a La Cera de Ylang Ylang 100ml es un aceite protector solar para el cabello, que aporta una multiprotección contra los daños producidos por los rayos UV, la sal, la arena y el cloro. Su fórmula está enriquecida con filtros UVA/UVB. Además, nutre el cabello intensamente, lo deja suave, flexible y brillante. También protege el color del cabello o las mechas fotoexpuestas.
 ¿Qué beneficios tiene Klorane Aceite Protector a La Cera de Ylang Ylang?

Aceite protector solar con cera Ylang Ylang para el cabello.
Está enriquecido con filtros UVA/UVB.
Protege contra rayos UV, la sal, la arena y el cloro.
Nutre el cabello.
Aporta suavidad, flexibilidad y brillo al pelo.
Protege el color del cabello o las mechas fotoexpuestas.","Consejo Farmacéutico","
                            Protege el cabello de los daños por rayos UV, sal, arena y cloro.
                        ","","
#klorane
","","","","promofarma"
"Kamel Protector Labial Extracto Avena SPF25 2x17ml","6,36 €","without discount","https://www.promofarma.com/pack-kamel-protector-labial-ext-aven-fp25-2-uds-en-ventas-farmaceuticas","","https://www-assets.promofarma.com/dist/images/not-found.png","Este pack lo componen los siguientes productos:
- Kamel Protector Labial Extracto Avena SPF25 2 unidades de 17ml cada una: 
Es un protector labial al extracto de avena. Cuidado y protección para los labios deshidratados y estropeados.
Protección de los rayos solares, viento frío e inclemencias del tiempo.","Consejo Farmacéutico


EXTRACTO DE AVENA","
                            Labial con extracto de avena y protección solar
                        ","","
#kamel
","","","","promofarma"
"Parabotica  Protector Labial Spf 15 4gr","3,49 €","-24%","https://www.promofarma.com/es/parabotica-protector-labial-spf-15-4gr/p-70809","","https://image.promofarma.com/c/2510769/p/70809_2-m/parabotica-protector-labial-spf-15-4gr.jpg","","Consejo Farmacéutico","
                            Parabotica  Protector Labial Spf 15 4gr
                        ","","
#marca de farmacia
","","","","promofarma"
"Elbel protector labial SPF15+ 4g","2,00 €","-47%","https://www.promofarma.com/elbel-protector-labial-spf15-4g","9","https://image.promofarma.com/product/17011/sd/2510769/large/coupon_image_1.jpg","Las condiciones climáticas y la sensibilidad de la piel que forma los labios provoca que con frecuente estén resecos y/o agrietados. Como no tienen melanina, los labios suelen quebrarse más por el efecto del sol. De hecho, es por la falta de hidratación que aparecen esos pellejitos que algunas no dejan de morderse causándose heridas y que disminuyen la belleza de nuestros labios. 
Elbel protector labial hidrata nuestros labios gracias a una fórmula enriquecida con Vitamina E y extractos naturales. Además tiene un factor de protección solar de SPF15+ que te permitirá lucir unos labios bonitos y protegidos de la acción nociva del sol.
Hidrata y protege tus labios del sol.","Consejo Farmacéutico","
                            Hidrata tus labios y además los protege de los rayos UVA y UVB
                        ","1ud","
#elbel
","","","","promofarma"
"Interapothek protector labial SPF15+ 1ud","1,49 €","-18%","https://www.promofarma.com/es/interapothek-protector-labial-spf15-1ud/p-23522","8","https://image.promofarma.com/product/23522/sd/2510769/large/coupon_image_1.jpg","¿Tienes los labios resecos y deshidratados? ¿Quieres recuperar la textura suave y agradable de tus labios? Para conseguir unos labios bellos, voluminosos e hidratados, procura utilizar un stick labial de forma continuada.
El protector labial SPF15+ de Interapothek es una solución hidratante de uso diario que te ayudará a renutrir y rehidratar los labios por más agrietados y resecos que estén. Además, este stick labial aporta una protección solar media gracias a su filtro solar de factor 15.
¡Con un suave aroma a frambuesa!","Consejo Farmacéutico","
                            Protege y nutre los labios secos y agrietados
                        ","1ud","
#interapothek
","","","","promofarma"
"Avène Solar spray SPF50+ 200ml + emulsión SPF50+ 50ml","32,88 €","-22%","https://www.promofarma.com/es/avene-solar-spray-spf50-plus-200ml-plus-emulsion-spf50-plus-50ml-en-farmacia-elvira-oliver/p-48485","","https://image.promofarma.com/product/48485/sd/2510769/large/coupon_image_1.jpg","Una de las principales novedades en materia de cremas solares viene a día de hoy creada por la gama de productos de Avène, que te ofrece en un solo envase toda la protección solar y el máximo poder seborregulador que existe en el mercado.
Este pack solar de Avène contiene:
- Avène Solar spray SPF50+ 200ml: Incorpora 3 principios activos fundamentales en su composición, cada uno de los cuales aporta a nuestra piel los mejores efectos hidratantes y nutritivos:

SunSitive protection.
Pre-tocoferil.
Agua termal de Avène.

Gracias a esta excelente combinación obtenemos una crema solar capaz de proteger a nuestra piel a la vez que la nutre de increíbles efectos calmantes.
- Avène Solar emulsión SPF50+ 50ml: Protector solar para pieles normales a mixtas que aporta un factor de protección muy alto, uno de los más elevados dentro del mercado de este tipo de productos. Su textura facilita la rápida absorción, además de garantizar un control excelente de la producción de acné.
Es resistente al agua y presenta agradables efectos calmantes, derivados de la incorporación del agua termal. Utiliza esta emulsión solar para evitar la radiación solar y regular la presencia de grasa en tu piel.
¡Protege y calma la piel!","Consejo Farmacéutico


En verano tu piel sufre la agresión constante de los rayos UVA y UVB por eso es muy importante aplicar la crema 20-30minutos antes de la exposición y reaplicarla frecuentemente. Intenta no exponer tu piel al sol entre las 12h del mediodía y las 16h de la tarde.","
                            Pack solar cara y cuerpo
                        ","","
#avene
","","","","promofarma"
"Lullage Neceser Fluido 360º 50 Ml + Fluido Solar Spf 50 50 Ml","40,95 €","-27%","https://www.promofarma.com/es/lullage-neceser-fluido-360-50-ml-plus-fluido-solar-spf-50-50-ml/p-74633","","https://image.promofarma.com/product/74633/sd/2510769/large/coupon_image_1.jpg","Este neceser contiene 2 productos de Lullage: 

Fluido 360º 50 Ml

Es un tratamiento intensivo en forma de crema para el cuidado global de la piel sensible y que ayuda a reactivar con tendencia a las rojeces. Actúa sobre todo en las principales causas de la aparición del enrojecimiento esporádico o permanente a la vez que reduce la intensidad y previene la reaparición.
Algunos de sus beneficios por tanto son:

Reduce la reactividad y sensibilidad. Restaura su función barrera.
Trata y previene las rojeces intermitentes y permanentes.
Calma y alivia la tirantez, el picor y la quemazón.
Crea una capa bio-compatible y protectora gracias a su escudo.


Fluido Solar Spf 50 50 Ml

Es una crema solar con una textura fluída y de fácil aplicación y ultra ligera que ofrece una alta protección frente a los rayos solares. Es un producto indicado especialmente para las pieles sensibles al sol y con rojeces. 
Su fórmula incluye activos con acción anti rojeces.","Consejo Farmacéutico","
                            Neceser de cremas para cuidar la piel después de un maquillaje y contra los rayos del sol
                        ","50ml","
#lullage
","","","","promofarma"
