"title","quality_overall","price","picture_image","laboratory","laboratory_logo","data_description","data_composition","data_mode_use"
"Heliocare 360 Gel Oil Free SPF50+Color Beige 50ml","80%","29,50 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/h/e/heliocare_360_gel_oil_free_spf50_color_beige_50ml187359_.jpg","Heliocare","https://www.mifarma.es/media/amshopby/medium42.jpg","","ComposiciónPhysavie, OTZ 10, Melanina biomimetica, Fernblock ® FC (Fernblock enriquecido en ácido ferúlico y ácido cafeico), Té Verde, Vitamina C, Vitamina E, Roxisomas, Complejo seborregulador y matificante.","Modo de usoAgitar antes de usar. Aplicar de manera uniforme. Sirve como base de maquillaje ligera."
"Heliocare Spray Spf 50 200ml","100%","25,65 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/h/e/heliocare_spray_spf_50_200ml181380_.jpg","Heliocare","https://www.mifarma.es/media/amshopby/medium42.jpg","","ComposiciónAqua. Ethylhexyl methoxycinnamate. C12-15 alkyl benzoate. Octocrylene. Caprylyl methicone. Hexylene glycol. Ethylhexyl triazone. Alcohol denat. Polysilicone-15. C14-22 alcohols. Polysorbate 80. Butyl methoxydibenzoylmethane. Styrene/Acrylates copolymer. Acrylates/Octylacrylamide copolymer. PEG/PPG-20/6 dimethicone. Polypodium leucotomos leaf extract. C12-20 alkyl glucosid. Micrococcuslysate. Camelia sinensis extract. Phenoxyethanol. Triethanolamine. Sodium lactate. Methylparaben. Propylparaben. BHT. Lecithin. Lactic acid. Disodium EDTA. Parfum. Linalool. Limonene.","Modo de usoAplicar uniformemente sobre la piel antes de cada exposición solar. Renovar con frecuencia la aplicación tras exposiciones solares intensas o baños prolongados."
"Uriage Bariesun SPF 50 + Crema Mineral 100 ml ","100%","19,51 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/u/r/uriage_bariesun_spf_50___crema_mineral_100_ml_232330_.jpg","Uriage","https://www.mifarma.es/media/amshopby/medium59.jpg","","","Modo de usoAntes de la exposición, aplicar una dosis generosa para cubrir bien la zona expuesta al sol. Renovar la aplicación frecuentemente, sobre todo después de sudar, bañarse o secarse."
"Pack Heliocare 360 Water Gel SPF50+ 50ml+Spray Invisible 200ml","100%","42,35 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/a/pack_heliocare_360_water_gel_spf50__50ml_spray_invisible_200ml15931p01_.jpg","Heliocare","https://www.mifarma.es/media/amshopby/medium42.jpg","","ComposiciónSpray Invisible SPF50 Heliocare 360 200ml: Alcohol Denat. C12-15 Alkyl Benzoate. Octocrylene. Isohexadecane. Butyl Methoxydibenzoylmethane. Ethylhexyl Salicylate. Ciclopentasiloxane. Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine. Diethylhexyl Butamido Triazone. Dibutyl Adipate. Ciclohexasiloxane. Polypodium Leucotomos Leaf extract. Ethylhexyl Ferulate. Ferulic Acid. Caffeic Acid. Physalis Angulata Extract. Helianthus Annuus Seed Oil. Camelia Sinensis Leaf Extract. Arabidopsis Thaliana Extract. Tocopheryl Acetate. Parfum. Acrylates / Octylacrylamide Copolymer. Ascorbyl Palmitate. Panthenyl Triacetate. Aqua. Oxothiazolidine. Ethyl Linoleate. Caprylic/Capric Triglyceride. Oleyl Alcohol. Butylene Glycol. Tocopherol. Lecithin. Sodium Benzoate.","Modo de usoSpray Invisible SPF50 Heliocare 360 200ml: Aplicar generosamente 30 minutos antes de la exposición solar. Reaplicar con frecuencia, especialmente después del baño.
Heliocare 360 Gel Water SPF50+ 50ml: Aplicar media hora antes de la exposición solar y renovar con frecuencia."
"Eclisun SPF50+ Invisible 75ml","90%","25,41 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/e/c/eclisun_spf50__invisible_75ml167523.velvet_.jpg","Dermoestética del Sur","https://www.mifarma.es/media/amshopby/medium2415.jpg","","","Modo de usoAplicar por la mañana después de la crema hidratante para proteger el rostro del sol y dar a la piel un aspecto libre de brillos."
"Serum Despigmentante Neoretin 30ml + Heliocare 360º Gel SPF50+25ml","95%","35,85 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/s/e/serum_despigmentante_neoretin_30ml___heliocare_360___gel_spf50_25ml165350.regalo_.jpg","Heliocare","https://www.mifarma.es/media/amshopby/medium42.jpg","","","Modo de usoNeoretin Discrom Control Serum: Aplicar por la noche sobre la piel limpia de cara y cuello. Esperar a su completa absorción ante de aplicar otro producto.
Heliocare 360º Gel: Aplicar de forma generosa y uniforme antes de la exposición solar. Reaplicar frecuentemente."
"La Roche Posay Anthelios SPF 30 Gel Crema Toque Seco 50ml","100%","22,75 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/l/a/la_roche_posay_anthelios_spf_30_gel_crema_toque_seco_50ml166384_.jpg","La Roche Posay","https://www.mifarma.es/media/amshopby/medium13.jpg","","ComposiciónAQUA / WATER, HOMOSALATE, ETHYLHEXYL SALICYLATE, SILICA, STYRENE/ACRYLATES COPOLYMER, C12-15 ALKYL BENZOATE, TALC, DROMETRIZOLE TRISILOXANE, PENTYLENE GLYCOL, ETHYLHEXYL TRIAZONE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, GLYCERIN, BUTYL METHOXYDIBENZOYLMETHANE, POTASSIUM CETYL PHOSPHATE, DIMETHICONE, PERLITE, PROPYLENE GLYCOL, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, ALUMINUM HYDROXIDE, ARACHIDYL ALCOHOL, BEHENYL ALCOHOL, CAPRYLYL GLYCOL, DISODIUM EDTA, INULIN LAURYL CARBAMATE, ISOPROPYL LAUROYL SARCOSINATE, OCTOCRYLENE, PEG-8 LAURATE, PHENOXYETHANOL, STEARIC ACID, STEARYL ALCOHOL, TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID, TITANIUM DIOXIDE [NANO] / TITANIUM DIOXIDE, TOCOPHEROL, TRIETHANOLAMINE, XANTHAN GUM, ZINC GLUCONATE, PARFUM / FRAGRANCE.","Modo de usoAplica el protector solar justo antes de la exposición al sol. Reaplica con frecuencia de forma generosa para mantener la protección, especialmente tras haber nadado, sudado o secado con toalla."
"Be+ Proteccion Solar Gel SPF50+ Dry Touch 50ml","70%","13,07 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/b/e/be__proteccion_solar_gel_spf50__dry_touch_50ml174931_.jpg","Be+","https://www.mifarma.es/media/amshopby/medium145.jpg","","",""
"Isdin Fotoprotector Wet Skin Transparent Spray SPF30 200 ml ","90%","22,95 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/i/s/isdin_fotoprotector_wet_skin_transparent_spray_spf30_200_ml_174856_.jpg","Isdin","https://www.mifarma.es/media/amshopby/medium10.jpg","","",""
"La Roche Posay Anthelios Leche Solar SPF30 250ml","75%","31,21 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/l/a/la_roche_posay_anthelios_leche_solar_spf30_250ml154759_.jpg","La Roche Posay","https://www.mifarma.es/media/amshopby/medium13.jpg","","ComposiciónAQUA / WATER, C12-15 ALKYL BENZOATE, GLYCERIN, OCTOCRYLENE, ETHYLHEXYL SALICYLATE, STYRENE/ACRYLATES COPOLYMER, DIMETHICONE, ALCOHOL DENAT, BUTYL METHOXYDIBENZOYLMETHANE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, PENTYLENE GLYCOL, POTASSIUM CETYL PHOSPHATE, PROPYLENE GLYCOL, SYNTHETIC WAX, ETHYLHEXYL TRIAZONE, CAPRYLYL GLYCOL.","Modo de usoAplica el protector solar justo antes de la exposición al sol. Reaplica con frecuencia de forma generosa para mantener la protección, especialmente tras haber nadado, sudado o secado con toalla."
"Sensilis Sun Secret Crema Solar Facial SPF50+ 40ml","80%","22,00 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/s/e/sensilis_sun_secret_crema_solar_facial_spf50__40ml171221_.jpg","Sensilis","https://www.mifarma.es/media/amshopby/medium100.jpg","","ComposiciónAqua (Water); Cyclopentasiloxane; Octocrylene; Alcohol Denat.; Dibutyl Adipate; Diethylhexyl Carbonate; Cyclohexasiloxane; Titanium Dioxide (Nano); Butyl Methoxydibenzoylmethane; Butylene Glycol; Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine; PEG-30 Dipolyhydroxystearate; PEG-10 Dimethicone; Polymethyl Methacrylate; Sodium Chloride; Aloe barbadensis Leaf Juice; Silica; Phenoxyethanol; Disteardimonium Hectorite; Tocopheryl Acetate; Glycerin; Dimethicone; Allantoin; Bisabolol; Camellia sinensis Leaf Extract; Glyceryl Stearate; Dimethiconol; Disodium EDTA; Ethylhexylglycerin; PEG-8; Eriodictyon californicum Flower/Leaf/Stem Extract; Pisum sativum (Pea) Extract; Tocopherol; Potassium Sorbate; Sodium Benzoate; Ascorbyl Palmitate; Citric Acid; Sodium Citrate; Ascorbic Acid; Parfum (Fragrance).","Modo de usoAplicar de forma abundante minutos antes de la exposición prolongada al sol.
Reaplicar las veces que sea necesario."
"Crema Solar Mineral SPF50+ Elifexir Eco Baby Care 100ml","93%","24,50 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/r/crema_solar_mineral_spf50__elifexir_eco_baby_care_100ml188563_.jpg","Elifexir","https://www.mifarma.es/media/amshopby/medium493.jpg","","ComposiciónZINC OXIDE, CAPRIC TRIGLYCERIDE. AQUA PURIFICATA, GLYCERIN, TITANIUM DIOXIDE, OLIVE OIL UNSAPONIFIABLES, HELIANTHUS ANNUUS, SEED OIL*, PUNICA GRANATUM FUIT WATER*, POLYGLYCERYL- 2, DIPOLYHYDROXYSTEARATE, POLYGLYCERYL-3 DIISOSTEARATE, ALUMINIUM HYDROXIDE, THEOBROMA GRANDIFLORUM SEED BUTTER*, BISABOL OIL*, CALENDULA OFFICINALIS FLOWER EXTRACT*, TOCOPHEROL, STEARIC ACID, ALCOHOL**, ACACIA SENEGAL GUM, ZANTHAN GUM, PARFUM, SODIUM BENZOATE, POTASSIUM SORBATE, (L+) LACTIC.
Sin parabenes, sin siliconas, sin proteinas de huevo ni leche.

Ingredientes procedentes de la agricultura ecológica.

 Transformados a partir de ingredientes ecológicos.","Modo de usoAplicar generosamente sobre la piel seca, media hora antes de la exposición solar. Reaplicar cada 2 horas y tras transpirar, bañarse o secarse con la toalla."
"Babaria Sun Spray Solar Infantil SPF50+ 200ml","93%","12,28 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/b/a/babaria_sun_spray_solar_infantil_spf50__200ml22617spray_.jpg","Babaria","https://www.mifarma.es/media/amshopby/medium1972.jpg","","ComposiciónAloe Vera, Yarrow y Filtros Solares.","Modo de usoAplicar antes de la exposición solar y reaplicar con frecuencia, especialmente después del baño."
"Ladival Crema Fluida con Color SPF50+ Pieles Secas 50 ml","93%","18,15 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/l/a/ladival_crema_fluida_con_color_spf50__pieles_secas_50_ml178006_.jpg","Ladival","https://www.mifarma.es/media/amshopby/medium997.jpg","","",""
"Avene Cleanance Solar Spf30 50ml.","93%","20,07 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/a/v/avene_cleanance_solar_spf30_50ml.154812_.jpg","Avene","https://www.mifarma.es/media/amshopby/medium9.jpg","","","Modo de usoAntes de toda exposición al sol, aplicar el producto en cantidad suficiente sobre la cara y el cuello. Renovar frecuentemente la aplicación para mantener la protección, sobre todo después de sudar y nadar una vez seco."
"Be+ Fluido Mineral SPF50+ Niños Piel Atópica 100ml","80%","27,88 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/b/e/be__fluido_mineral_spf50__ni__os_piel_at__pica_100ml190366_.jpg","Be+","https://www.mifarma.es/media/amshopby/medium145.jpg","","","Modo de usoAgitar antes de usar. Aplicae 20 minutos antes de la exposición solar y renovar con frecuencia."
"Filorga UV Defence SPF50+ 40 ml","80%","36,18 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/f/i/filorga_uv_defence_spf50__40_ml1v1211_.jpg","Filorga","https://www.mifarma.es/media/amshopby/medium193.jpg","","ComposiciónAQUA (WATER, EAU), DICAPRYLYL CARBONATE, HOMOSALATE, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, ETHYLHEXYL METHOXYCINNAMATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO], BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, ETHYLHEXYL TRIAZONE, CORN STARCH MODIFIED, POLYMETHYL METHACRYLATE, METHYL METHACRYLATE CROSSPOLYMER, ALCOHOL DENAT., CI 77891 (TITANIUM DIOXIDE), PHENOXYETHANOL, 1,2-HEXANEDIOL, C20-22 ALKYL PHOSPHATE, GLYCERYL STEARATE, PARFUM (FRAGRANCE), PEG-100 STEARATE, TOCOPHERYL ACETATE, C20-22 ALCOHOLS, DECYL GLUCOSIDE, SUCROSE PALMITATE, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, TOCOPHEROL, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, XANTHAN GUM, GLYCERIN, HELIANTHUS ANNUUS (SUNFLOWER) SPROUT EXTRACT, GLYCERYL LINOLEATE, LAMINARIA OCHROLEUCA EXTRACT, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL, SODIUM CHLORIDE, SODIUM HYDROXIDE, PROPYLENE GLYCOL, LECITHIN, POLYSORBATE 60, SORBITAN ISOSTEARATE, TRIETHOXYCAPRYLYLSILANE, CITRIC ACID, SODIUM HYALURONATE, GLUCOSE, HUMULUS LUPULUS (HOPS) STROBILE, POTASSIUM CHLORIDE, POTASSIUM SORBATE, CALCIUM CHLORIDE, MAGNESIUM SULFATE, GLUTAMINE, SODIUM PHOSPHATE, ASCORBIC ACID, SODIUM ACETATE, LYSINE HCL, ARGININE, ALANINE, HISTIDINE, VALINE, LEUCINE, THREONINE, ISOLEUCINE, TRYPTOPHAN, PHENYLALANINE, TYROSINE, GLYCINE, POLYSORBATE 80, SERINE, DEOXYADENOSINE, CYSTINE, CYANOCOBALAMIN, DEOXYCYTIDINE, DEOXYGUANOSINE, DEOXYTHYMIDINE, GLUTATHIONE, ASPARAGINE, ASPARTIC ACID, ORNITHINE, GLUTAMIC ACID, NICOTINAMIDE ADENINE DINUCLEOTIDE, PROLINE, AMINOBUTYRIC ACID, METHIONINE, TAURINE, HYDROXYPROLINE, GLUCOSAMINE, COENZYME A, GLUCURONOLACTONE, SODIUM GLUCURONATE, THIAMINE DIPHOSPHATE, SODIUM URIDINE TRIPHOSPHATE, DISODIUM FLAVINE ADENINE DINUCLEOTIDE, RETINYL ACETATE, INOSITOL, METHYL DEOXYCYTIDINE, NIACIN, NIACINAMIDE, PYRIDOXAL 5-PHOSPHATE, PYRIDOXINE HCL, BIOTIN, CALCIUM PANTOTHENATE, FOLIC ACID, RIBOFLAVIN, TOCOPHERYL PHOSPHATE.","Modo de usoAplicación diaria o durante las exposiciones solares. Antes de la exposición, aplicar una dosis suficiente para cubrir la zona expuesta. Repetir la aplicación con frecuencia, sobre todo después del baño, en caso de sudoración o después de secarse."
"Heliocare 360 Pediatrics Mineral SPF50+ 50ml","100%","29,50 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/h/e/heliocare_360_pediatrics_mineral_spf50__50ml193016_.jpg","Heliocare","https://www.mifarma.es/media/amshopby/medium42.jpg","","ComposiciónFernblock® +, Filtros minerales, OTZ 10, Melanina Biomimética fraccionada, Physavie, GenoProtect Complex, Niacinamida","Modo de usoAgitar antes de usar. Aplicar de forma generosa y uniforme antes de la exposición solar. Reaplicar frecuentemente, especialmente tras baños prolongados o sudoración excesiva."
"Avene Fluido Mineral SPF50+ 40ml","53%","20,07 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/a/v/avene_fluido_mineral_spf50__40ml179744_.jpg","Avene","https://www.mifarma.es/media/amshopby/medium9.jpg","","ComposiciónAVENE THERMAL SPRING WATER (AVENE AQUA). TITANIUM DIOXIDE [NANO]. ISODECYL NEOPENTANOATE. TRIETHYLHEXANOIN. C12-15 ALKYL BENZOATE. GLYCERIN. CYCLOPENTASILOXANE. POLYGLYCERYL-4 ISOSTEARATE. CETYL PEG/PPG-10/1 DIMETHICONE. HEXYL LAURATE. ALUMINA. C30-45 ALKYL METHICONE. WATER (AQUA). C30-45 OLEFIN. CYCLOHEXASILOXANE. STEARIC ACID. CAPRYLIC/CAPRIC TRIGLYCERIDE. CAPRYLYL GLYCOL. DISODIUM EDTA. IRON OXIDES (CI 77492) (CI 77491). OCTYLDODECANOL. PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE. SILICA DIMETHYL SILYLATE. SODIUM CHLORIDE. SODIUM MYRISTOYL GLUTAMATE. SORBIC ACID. TALC. TITANIUM DIOXIDE (CI 77891). TOCOPHERYL GLUCOSIDE. TRIETHOXYCAPRYLYLSILANE. XANTHAN GUM.","Modo de usoAplicar antes de la exposición solar un dedo de producto en cara y cuello. Renovar frecuentemente la aplicación."
"Leche Anthelios SPF30 La Roche Posay 100 ml","100%","26,20 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/l/e/leche_anthelios_spf30_la_roche_posay_100_ml352435_.jpg","La Roche Posay","https://www.mifarma.es/media/amshopby/medium13.jpg","","ComposiciónAQUA / WATER, C12-15 ALKYL BENZOATE, GLYCERIN, ETHYLHEXYL SALICYLATE, STYRENE/ACRYLATES COPOLYMER, DIMETHICONE, OCTOCRYLENE, ALCOHOL DENAT, BUTYL METHOXYDIBENZOYLMETHANE, PENTYLENE GLYCOL, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, POTASSIUM CETYL PHOSPHATE, PROPYLENE GLYCOL, SYNTHETIC WAX, CAPRYLYL GLYCOL, DIMETHICONOL, DISODIUM EDTA, DROMETRIZOLE TRISILOXANE, ETHYLHEXYL TRIAZONE, GLYCERYL STEARATE, HYDROXYPROPYL METHYLCELLULOSE, ISOPROPYL LAUROYL SARCOSINATE, PALMITIC ACID, PEG-100 STEARATE, PEG-8 LAURATE, PHENOXYETHANOL, SODIUM POLYACRYLATE, STEARIC ACID, TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID, TOCOPHEROL, TRIETHANOLAMINE.","Modo de usoAplicar 30 minutos antes de la exposición al sol y repetir la operación cada 2 horas y tras el baño."
"Uriage Bariesun SPF30 Bruma Pieles Sensibles 200ml","100%","13,19 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/u/r/uriage_bariesun_spf30_bruma_pieles_sensibles_200ml184353_.jpg","Uriage","https://www.mifarma.es/media/amshopby/medium59.jpg","","",""
"Stick solar zonas sensibles SPF50+ Farline 9 ml","87%","10,65 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/s/t/stick_solar_zonas_sensibles_spf50__farline_9_ml182935_.jpg","Farline","https://www.mifarma.es/media/amshopby/medium39.jpg","","","Modo de usoAplicar generosamente antes de la exposición al sol. Repetir cada dos horas o después del baño."
"Babaria Bálsamo Aloe Vera 250ml + After Sun 150ml + Leche Solar SPF20 200ml + Aceite Protector SPF10+ 100ml","100%","13,55 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/b/a/babaria_b__lsamo_aloe_vera_250ml___after_sun_150ml___leche_solar_spf20_200ml___aceite_protector_spf10__100ml98032pack_.jpg","Babaria","https://www.mifarma.es/media/amshopby/medium1972.jpg","","",""
"TH Pharma Sun Protector Facial Antiedad FPS 30 50 ml","90%","7,56 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/t/h/th_pharma_sun_protector_facial_antiedad_fps_30_50_ml170425_.jpg","Th Pharma","https://www.mifarma.es/media/amshopby/medium510.jpg","","",""
"Heliocare AK SPF 100 50 ml","93%","29,40 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/h/e/heliocare_ak_spf_100_50_ml187048_.jpg","Heliocare","https://www.mifarma.es/media/amshopby/medium42.jpg","","ComposiciónAqua; Octocrylene; Arginine; Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine; Disodium Phenyl Dibenzimidazole Tetrasulfonate; Ethylhexyl Benzoate; Phenylbenzimidazole Sulfonic Acid; Butyl Methoxydibenzoylmethane; Caprylyl Methicone; Tris-Biphenyl Triazine (nano); C12-15 Alkyl Benzoate; C14-22 Alcohols; Dicaprylyl Carbonate; Nylon-12; Pentylene Glycol; Cyclopentasiloxane; Ceteareth-20; Titanium Dioxide (nano); Butylene Glycol; Polypodium Leucotomos Leaf Extract; Ethylhexyl Ferulate; Ferulic Acid; Caffeic Acid; Physalis Angulata Extract; Melanin; Camelia Sinensis Extract; Plankton Extract; Cichorium Intybus Extract; Lepidium Sativum Sprout Extract; 3-O Ethyl Ascorbic Acid; C12-20 Alkyl Glucoside; Dipropylene Gycol Dibenzoate; Disiloxane; Hydrolyzed Wheat Protein /PVP Crosspolymer; Propylene Glycol; Phenylpropanol; Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone; Ceteareth-25; Caprylyl Glycol; Propanediol; Aluminum Hidroxide; Stearic Acid; Hydrogenated Dimer Dilinoleyl/Dimethylcarbonate Copolymer; PPG-15 Stearyl Ether Benzoate; Disodium Ethylene Dicocamide PEG-15 Disulfate; Xanthan Gum; Glycerin; Disodium EDTA; Tocopheryl Acetate; Caprylic/Capric Triglyceride; Lecithin; Pentylene Glycol; Ethylhexylglycerin; Palmitoyl Hydroxypropyltrimonium Amylopectin/Glycerin Crosspolymer; 1,2–Hexanediol; Hydrogenated Lecithin; Tocopherol; Phenoxyethanol; BHT; Parfum; Linalool; Limonene.","Modo de usoAplicar de forma generosa y uniforme antes de la exposición solar. Reaplicar frecuentemente. En caso de piel en tratamiento farmacológico o tras cirugía AK o NMSC, utilizar el producto una vez se hayan cerrado las lesiones."
